Movie_Name,Votes,Gross_collection_millions,Certification,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3
Rambo: First Blood Part II,176766,150.42,15,Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,Action,Adventure,Thriller
Air Force One,204409,172.96,15,Harrison Ford,Gary Oldman,Glenn Close,Wendy Crewson,Action,Drama,Thriller
Bad Boys for Life,168751,206.31,15,Will Smith,Martin Lawrence,Vanessa Hudgens,Alexander Ludwig,Action,Comedy,Crime
Last Action Hero,159055,50.02,15,Arnold Schwarzenegger,F. Murray Abraham,Art Carney,Charles Dance,Action,Adventure,Comedy
The Man in the Iron Mask,173894,56.97,12,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu,Action,Adventure,Drama
Gone in Sixty Seconds,287793,101.65,15,Nicolas Cage,Angelina Jolie,Giovanni Ribisi,T.J. Cross,Action,Crime,Thriller
Never Back Down,104399,24.85,15,Sean Faris,Djimon Hounsou,Amber Heard,Cam Gigandet,Action,Drama,Sport
Safe,114184,17.14,15,Jason Statham,Catherine Chan,Chris Sarandon,Robert John Burke,Action,Crime,Thriller
U.S,110253,57.17,15,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano,Action,Crime,Thriller
Flash Gordon,59525,N/A,A,Sam J. Jones,Melody Anderson,Max von Sydow,Topol,Action,Adventure,Sci-Fi
Tomorrow Never Dies,200374,125.33,U,Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Action,Adventure,Thriller
Octopussy,110006,67.9,PG,Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn,Action,Adventure,Thriller
Sin City: A Dame to Kill For,166828,13.76,18,Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,Action,Crime,Thriller
The Chronicles of Narnia: Prince Caspian,218706,141.62,PG,Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley,Action,Adventure,Family
The Rocketeer,60213,46.7,PG,Billy Campbell,Jennifer Connelly,Alan Arkin,Timothy Dalton,Action,Adventure,Family
The Interview,343889,6.11,15,James Franco,Seth Rogen,Randall Park,Lizzy Caplan,Action,Adventure,Comedy
Cliffhanger,135665,84.05,15,Sylvester Stallone,John Lithgow,Michael Rooker,Janine Turner,Action,Adventure,Thriller
Peppermint,68031,35.42,15,Jennifer Garner,John Gallagher Jr.,John Ortiz,Juan Pablo Raba,Action,Thriller,
The Mechanic,166508,29.12,15,Jason Statham,Ben Foster,Donald Sutherland,Tony Goldwyn,Action,Crime,Thriller
Diamonds Are Forever,110899,43.82,12,Sean Connery,Jill St. John,Charles Gray,Lana Wood,Action,Adventure,Thriller
Nerve,136600,38.58,15,Emma Roberts,Dave Franco,Emily Meade,Miles Heizer,Action,Adventure,Crime
Young Guns II: Blaze of Glory,37932,44.14,12,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater,Action,Drama,Western
Get Smart,224068,130.32,12A,Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Action,Adventure,Comedy
Self/less,102281,12.28,12A,Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley,Action,Mystery,Sci-Fi
The Spiderwick Chronicles,99880,71.2,PG,Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker,Action,Adventure,Drama
Under Siege,92032,83.36,15,Steven Seagal,Gary Busey,Tommy Lee Jones,Erika Eleniak,Action,Thriller,
Space Cowboys,84219,90.46,PG,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,Action,Adventure,Thriller
A Walk Among the Tombstones,124978,26.31,15,Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,Action,Crime,Drama
Swordfish,192627,69.77,15,John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,Action,Crime,Thriller
Beverly Hills Cop II,125412,153.67,15,Eddie Murphy,Judge Reinhold,Jürgen Prochnow,Ronny Cox,Action,Comedy,Crime
National Treasure: Book of Secrets,247009,219.96,PG,Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight,Action,Adventure,Mystery
The Forbidden Kingdom,108054,52.08,12A,Jackie Chan,Jet Li,Michael Angarano,Juana Collignon,Action,Adventure,Fantasy
Hostage,112478,34.64,15,Bruce Willis,Kevin Pollak,Serena Scott Thomas,Jimmy Bennett,Action,Crime,Drama
Nightbreed,25032,8.86,18,Craig Sheffer,David Cronenberg,Anne Bobby,Charles Haid,Action,Fantasy,Horror
Underworld: Rise of the Lycans,164667,45.8,18,Rhona Mitra,Michael Sheen,Bill Nighy,Steven Mackintosh,Action,Fantasy,Thriller
Cellular,103627,32.0,15,Kim Basinger,Chris Evans,Jason Statham,William H. Macy,Action,Crime,Thriller
The International,97858,25.45,15,Clive Owen,Naomi Watts,Armin Mueller-Stahl,Ulrich Thomsen,Action,Crime,Drama
Batman: The Movie,34811,N/A,U,Adam West,Burt Ward,Lee Meriwether,Cesar Romero,Action,Adventure,Comedy
Executive Decision,60027,56.57,15,Kurt Russell,Halle Berry,John Leguizamo,Oliver Platt,Action,Adventure,Thriller
Space Sweepers,27438,N/A,15,Song Joong-ki,Kim Tae-ri,Jin Seon-kyu,Hae-Jin Yoo,Action,Adventure,Drama
Flyboys,43717,13.08,12A,James Franco,Jean Reno,Jennifer Decker,Scott Hazell,Action,Drama,History
The Four Feathers,34991,18.31,15,Heath Ledger,Wes Bentley,Kate Hudson,Mohamed Bouich,Action,Adventure,Drama
The Grandmaster,35777,6.59,15,Tony Leung Chiu-wai,Ziyi Zhang,Jin Zhang,Chang Chen,Action,Biography,Drama
Heist,38314,0.05,15,Gene Hackman,Rebecca Pidgeon,Danny DeVito,Delroy Lindo,Action,Crime,Drama
Premium Rush,116691,20.28,12A,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Sean Kennedy,Action,Crime,Thriller
Ladder 49,58767,74.54,12A,Joaquin Phoenix,John Travolta,Jacinda Barrett,Robert Patrick,Action,Drama,Thriller
Dhoom 2,28580,2.64,12A,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan,Uday Chopra,Action,Crime,Thriller
Spartan,32617,4.43,15,Val Kilmer,Derek Luke,William H. Macy,Tia Texada,Action,Crime,Drama
War,30072,N/A,15,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,Ashutosh Rana,Action,Adventure,Thriller
Taxi 2,57718,0.73,12,Samy Naceri,Frédéric Diefenthal,Emma Wiklund,Marion Cotillard,Action,Comedy,Crime
District 13: Ultimatum,45645,0.04,15,Cyril Raffaelli,David Belle,Philippe Torreton,Daniel Duval,Action,Crime,Thriller
Conquest 1453,58698,0.07,15,Devrim Evin,Ibrahim Celikkol,Dilek Serbest,Cengiz Coskun,Action,Drama,History
Batman v Superman: Dawn of Justice,717658,330.36,12A,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,Action,Adventure,Sci-Fi
Escape Room,134125,57.01,15,Taylor Russell,Logan Miller,Jay Ellis,Tyler Labine,Action,Adventure,Horror
Lucy,516628,126.66,15,Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,Action,Sci-Fi,Thriller
Valerian and the City of a Thousand Planets,190629,41.19,12A,Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,Action,Adventure,Fantasy
Alien³,310063,55.47,R,Sigourney Weaver,Charles S. Dutton,Charles Dance,Paul McGann,Action,Horror,Sci-Fi
Greenland,125810,N/A,15,Gerard Butler,Morena Baccarin,Roger Dale Floyd,Scott Glenn,Action,Thriller,
Godzilla,426024,200.68,12A,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe,Action,Adventure,Sci-Fi
The World Is Not Enough,205851,126.94,12,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,Action,Adventure,Thriller
The Mummy Returns,337458,202.02,A,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Action,Adventure,Fantasy
Army of Thieves,83701,N/A,15,Matthias Schweighöfer,Nathalie Emmanuel,Ruby O. Fee,Stuart Martin,Action,Comedy,Crime
The Expendables,355383,103.07,18,Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,Action,Adventure,Thriller
Now You See Me 2,307235,65.08,12A,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Dave Franco,Action,Adventure,Comedy
Tomorrowland: A World Beyond,187335,93.44,12A,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy,Action,Adventure,Family
The Punisher,165831,33.81,18,Thomas Jane,John Travolta,Samantha Mathis,Laura Harring,Action,Crime,Drama
Kickboxer,58586,14.7,18,Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,Action,Sport,Thriller
Pain & Gain,224291,49.88,15,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,Action,Comedy,Crime
The Sum of All Fears,121415,118.91,12,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt,Action,Drama,Thriller
The Three Musketeers,57396,53.9,PG,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,Action,Adventure,Romance
Predators,238529,52.0,15,Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga,Action,Adventure,Fantasy
Need for Speed,175295,43.58,12A,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,Action,Adventure,Crime
Last Man Standing,59934,17.6,18,Bruce Willis,Bruce Dern,William Sanderson,Christopher Walken,Action,Crime,Drama
Angel Has Fallen,104727,69.03,15,Gerard Butler,Frederick Schmidt,Danny Huston,Rocci Boy Williams,Action,Thriller,
Daybreakers,132358,30.1,18,Ethan Hawke,Willem Dafoe,Sam Neill,Harriet Minto-Day,Action,Horror,Sci-Fi
Rat Race,120181,56.62,12,Breckin Meyer,Amy Smart,Whoopi Goldberg,Vince Vieluf,Action,Adventure,Comedy
Hancock,498752,227.95,12A,Will Smith,Charlize Theron,Jason Bateman,Jae Head,Action,Comedy,Drama
Savages,132739,47.38,18,Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,Benicio Del Toro,Action,Crime,Drama
Riddick,173927,42.03,15,Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,Action,Adventure,Sci-Fi
Colombiana,104718,36.67,15,Zoe Saldana,Michael Vartan,Callum Blue,Jordi Mollà,Action,Drama,Thriller
Salt,323506,118.31,15,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,Action,Thriller,
Revenge,46257,0.1,18,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède,Action,Drama,Horror
Kill List,43318,0.03,18,Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley,Action,Crime,Horror
Blood Work,46620,26.2,15,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,Action,Crime,Drama
Chaos,56481,N/A,15,Jason Statham,Ryan Phillippe,Wesley Snipes,Henry Czerny,Action,Crime,Drama
Monsters vs,170709,198.35,PG,Reese Witherspoon,Rainn Wilson,Stephen Colbert,Seth Rogen,Animation,Action,Adventure
Death Race,214841,36.32,15,Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane,Action,Sci-Fi,Thriller
The Vault,28640,N/A,15,Freddie Highmore,Astrid Bergès-Frisbey,Sam Riley,Liam Cunningham,Action,Adventure,Thriller
The Lone Ranger,240416,89.3,12A,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,Action,Adventure,Western
From Paris with Love,119852,23.98,15,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden,Action,Crime,Thriller
Behind Enemy Lines,109717,59.07,12,Gene Hackman,Owen Wilson,Gabriel Macht,Charles Malik Whitfield,Action,Drama,Thriller
Basic,64856,26.54,15,John Travolta,Samuel L. Jackson,Connie Nielsen,Tim Daly,Action,Crime,Drama
Act of Valour,70705,70.01,15,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver,Action,Adventure,Thriller
Tango & Cash,110270,63.41,18,Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,Action,Comedy,Crime
The Purge: Anarchy,157918,71.96,15,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,Action,Horror,Sci-Fi
Let's Be Cops,137843,82.39,15,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Nina Dobrev,Action,Comedy,Crime
The Angry Birds Movie 2,32928,41.66,U,Jason Sudeikis,Josh Gad,Leslie Jones,Bill Hader,Animation,Action,Adventure
Faster,110365,23.24,15,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Mauricio Lopez,Action,Crime,Drama
DragonHeart,100069,51.37,PG,Dennis Quaid,Sean Connery,Dina Meyer,Pete Postlethwaite,Action,Adventure,Fantasy
Killer Elite,133428,25.12,15,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,Action,Crime,Thriller
The Taking of Pelham 123,203405,65.45,15,Denzel Washington,John Travolta,Luis Guzmán,Victor Gojcaj,Action,Crime,Thriller
The Rover,50076,1.11,15,Guy Pearce,Robert Pattinson,Scoot McNairy,David Field,Action,Crime,Drama
Here Comes the Boom,93855,45.29,12A,Kevin James,Salma Hayek,Henry Winkler,Greg Germann,Action,Comedy,Sport
Black Death,50006,0.02,15,Eddie Redmayne,Sean Bean,Carice van Houten,Kimberley Nixon,Action,Drama,History
Dead Man Down,69315,10.88,15,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,Action,Crime,Drama
The Jackal,121178,54.93,18,Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,Action,Crime,Drama
Star Trek: Nemesis,82214,43.25,12A,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Action,Adventure,Sci-Fi
Blood Father,66360,N/A,15,Mel Gibson,Erin Moriarty,Diego Luna,Michael Parks,Action,Crime,Drama
Resident Evil: Degeneration,32494,N/A,15,Paul Mercier,Alyson Court,Laura Bailey,Roger Craig Smith,Animation,Action,Horror
Darkman,67674,33.88,18,Liam Neeson,Frances McDormand,Colin Friels,Larry Drake,Action,Sci-Fi,Thriller
Batman: The Killing Joke,59835,3.78,15,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,Animation,Action,Crime
Star Trek: Insurrection,77848,70.12,PG,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Action,Adventure,Sci-Fi
Shaft,56691,21.36,15,Samuel L. Jackson,Jessie T. Usher,Richard Roundtree,Regina Hall,Action,Comedy,Crime
Live by Night,58837,10.38,15,Ben Affleck,Elle Fanning,Brendan Gleeson,Chris Messina,Action,Crime,Drama
Just Cause,28623,36.85,18,Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,Action,Crime,Drama
The Siege,75813,40.98,15,Denzel Washington,Bruce Willis,Annette Bening,Tony Shalhoub,Action,Thriller,
How I Live Now,31413,0.06,15,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,Action,Adventure,Drama
The Prophecy,32326,16.12,18,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Action,Crime,Drama
Snitch,90795,42.93,12A,Dwayne Johnson,Susan Sarandon,Jon Bernthal,Rafi Gavron,Action,Drama,Thriller
Lock Up,45027,22.1,18,Sylvester Stallone,Donald Sutherland,John Amos,Sonny Landham,Action,Crime,Drama
Final Fantasy: The Spirits Within,83276,32.13,PG,Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ving Rhames,Animation,Action,Adventure
The Omega Man,33048,8.72,A,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,Action,Drama,Sci-Fi
Black and Blue,25434,22.06,15,Naomie Harris,Tyrese Gibson,Frank Grillo,Mike Colter,Action,Thriller,
Contraband,124938,66.53,15,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg,Action,Adventure,Crime
Ned Kelly,27666,0.07,15,Heath Ledger,Orlando Bloom,Geoffrey Rush,Naomi Watts,Action,Adventure,Biography
Son of a Gun,28984,0.0,15,Ewan McGregor,Brenton Thwaites,Alicia Vikander,Brendan Kerkvliet,Action,Crime,Drama
Night Watch,54792,1.49,15,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,Valeriy Zolotukhin,Action,Fantasy,Horror
Day Watch,34991,0.45,15,Konstantin Khabenskiy,Mariya Poroshina,Vladimir Menshov,Galina Tyunina,Action,Fantasy,Horror
Redirected,34356,N/A,18,Vinnie Jones,Scot Williams,Gil Darnell,Oliver Jackson,Action,Comedy,Crime
The Take,48620,0.04,15,Idris Elba,Richard Madden,Charlotte Le Bon,Kelly Reilly,Action,Crime,Drama
Black Adam,255721,168.15,12A,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Noah Centineo,Action,Adventure,Fantasy
Operation Fortune: Ruse de Guerre,66563,N/A,15,Jason Statham,Aubrey Plaza,Cary Elwes,Hugh Grant,Action,Comedy,Thriller
Dune,167247,30.93,12,Kyle MacLachlan,Virginia Madsen,Francesca Annis,Leonardo Cimino,Action,Adventure,Sci-Fi
Uncharted,234223,148.65,12A,Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali,Action,Adventure,
A View to a Kill,101888,50.33,PG,Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones,Action,Adventure,Thriller
Eternals,365640,164.87,12A,Gemma Chan,Richard Madden,Angelina Jolie,Salma Hayek,Action,Adventure,Fantasy
The Commuter,121132,36.34,15,Liam Neeson,Vera Farmiga,Patrick Wilson,Jonathan Banks,Action,Mystery,Thriller
Knight and Day,204852,76.42,12A,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà,Action,Adventure,Comedy
Spider-Man 3,615490,336.53,12A,Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church,Action,Adventure,Sci-Fi
Red Notice,296785,N/A,12A,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Ritu Arya,Action,Comedy,Thriller
The King's Man,161275,37.18,15,Ralph Fiennes,Gemma Arterton,Rhys Ifans,Harris Dickinson,Action,Adventure,Thriller
Terminator 3: Rise of the Machines,410559,150.37,12A,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,Claire Danes,Action,Sci-Fi,
Ocean's Eight,232095,140.22,12A,Sandra Bullock,Cate Blanchett,Anne Hathaway,Mindy Kaling,Action,Comedy,Crime
Godzilla vs,223334,100.92,12A,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,Action,Sci-Fi,Thriller
Sky High,91689,63.95,PG,Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker,Action,Comedy,Family
The Shallows,139350,55.12,15,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo,Joseph Salas,Action,Drama,Horror
Terminator Genisys,286553,89.76,12A,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,Action,Adventure,Sci-Fi
Run Hide Fight,25727,N/A,15,Isabel May,Radha Mitchell,Thomas Jane,Eli Brown,Action,Crime,Drama
Polar,95224,N/A,18,Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren,Action,Thriller,
Waterworld,203879,88.25,12,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino,Action,Adventure,Sci-Fi
Tomb Raider,221131,58.25,12A,Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,Action,Adventure,Fantasy
White House Down,230738,73.1,12A,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,Action,Drama,Thriller
Free Fire,48870,1.8,15,Sharlto Copley,Brie Larson,Armie Hammer,Cillian Murphy,Action,Comedy,Crime
Death Wish,74523,34.02,18,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone,Action,Crime,Drama
Ghost in the Shell,222289,40.56,12A,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,Action,Crime,Drama
Miss Congeniality,220959,106.81,12,Sandra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,Action,Comedy,Crime
Central Intelligence,203357,127.44,12A,Dwayne Johnson,Kevin Hart,Danielle Nicolet,Amy Ryan,Action,Comedy,Crime
The Bodyguard,142412,121.95,15,Kevin Costner,Whitney Houston,Gary Kemp,Bill Cobbs,Action,Drama,Music
Guns Akimbo,65913,N/A,18,Daniel Radcliffe,Samara Weaving,Ned Dennehy,Natasha Liu Bordizzo,Action,Comedy,Crime
King Arthur,172539,51.88,12A,Clive Owen,Stephen Dillane,Keira Knightley,Ioan Gruffudd,Action,Adventure,Drama
Unlocked,37447,N/A,15,Noomi Rapace,Orlando Bloom,Toni Collette,John Malkovich,Action,Thriller,
Red Dawn,60727,38.38,15,Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,Action,Drama,Thriller
Maze Runner: The Scorch Trials,264114,81.7,15,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,Action,Adventure,Sci-Fi
Transporter 2,209973,43.1,15,Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassmann,Action,Crime,Thriller
This Means War,191329,54.76,12A,Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,Action,Comedy,Romance
The Last Stand,143257,12.05,15,Arnold Schwarzenegger,Forest Whitaker,Johnny Knoxville,Rodrigo Santoro,Action,Thriller,Western
Johnny English Reborn,136784,8.31,PG,Rowan Atkinson,Rosamund Pike,Dominic West,Roger Barclay,Action,Adventure,Comedy
The Angry Birds Movie,99283,107.51,U,Jason Sudeikis,Josh Gad,Danny McBride,Maya Rudolph,Animation,Action,Adventure
Predator 2,176273,30.67,18,Danny Glover,Gary Busey,Kevin Peter Hall,Rubén Blades,Action,Horror,Sci-Fi
Bright,196602,N/A,15,Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez,Action,Fantasy,Thriller
Jack the Giant Slayer,143606,65.19,12A,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy,Action,Adventure,Fantasy
Spectral,62320,N/A,12,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,Action,Adventure,Sci-Fi
Walking Tall,96865,46.44,15,Dwayne Johnson,Ashley Scott,Johnny Knoxville,Michael Bowen,Action,Crime,
Sand Castle,25687,N/A,15,Nicholas Hoult,Logan Marshall-Green,Henry Cavill,Glen Powell,Action,Drama,War
Scouts Guide to the Zombie Apocalypse,52915,3.64,15,Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,Action,Comedy,Horror
Revolver,99714,0.08,15,Jason Statham,Ray Liotta,André 3000,Vincent Pastore,Action,Crime,Drama
Beowulf,171379,82.16,12A,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright,Animation,Action,Adventure
The Collector,69272,7.71,18,Josh Stewart,Andrea Roth,Juan Fernández,William Prael,Action,Horror,Thriller
The American,100357,35.61,15,George Clooney,Paolo Bonacelli,Violante Placido,Irina Björklund,Action,Crime,Drama
#Alive,44528,N/A,15,Yoo Ah-in,Park Shin-Hye,Jeon Bae-soo,Hyun-Wook Lee,Action,Drama,Horror
Criminal,68618,14.27,15,Kevin Costner,Ryan Reynolds,Gal Gadot,Gary Oldman,Action,Sci-Fi,Thriller
Paycheck,111342,53.79,12A,Ben Affleck,Aaron Eckhart,Uma Thurman,Michael C. Hall,Action,Mystery,Sci-Fi
Once Upon a Time in Mexico,166712,56.36,15,Antonio Banderas,Salma Hayek,Johnny Depp,Willem Dafoe,Action,Crime,Thriller
My Spy,32986,N/A,12A,Dave Bautista,Chloe Coleman,Parisa Fitz-Henley,Kristen Schaal,Action,Comedy,
Mr,58766,0.03,15,Anna Kendrick,Sam Rockwell,Tim Roth,James Ransone,Action,Comedy,Romance
The Black Cauldron,38819,21.29,U,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,Animation,Action,Adventure
Entrapment,121065,87.7,12,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,Action,Crime,Romance
Every Which Way But Loose,29031,106.0,12,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Beverly D'Angelo,Action,Comedy,
Triple 9,74850,12.63,15,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul,Action,Crime,Thriller
Surrogates,178217,38.58,12A,Bruce Willis,Radha Mitchell,Ving Rhames,Rosamund Pike,Action,Sci-Fi,Thriller
The November Man,69456,24.98,15,Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Action,Thriller,
Ninja Assassin,74154,38.11,18,Rain,Rick Yune,Naomie Harris,Joon Lee,Action,Thriller,
Centurion,84790,7.89,15,Michael Fassbender,Dominic West,Olga Kurylenko,Andreas Wisniewski,Action,Drama,History
The Dead Pool,47666,37.9,18,Clint Eastwood,Liam Neeson,Patricia Clarkson,Evan C. Kim,Action,Crime,Mystery
Underworld: Awakening,158486,62.32,18,Kate Beckinsale,Michael Ealy,India Eisley,Stephen Rea,Action,Fantasy,Horror
Blue Streak,86552,68.52,12,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle,Action,Comedy,Crime
Repo Men,109335,13.79,18,Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber,Action,Sci-Fi,Thriller
Osmosis Jones,37668,13.6,PG,Laurence Fishburne,Chris Rock,David Hyde Pierce,Brandy Norwood,Animation,Action,Adventure
Risen,29761,36.87,15,Joseph Fiennes,Tom Felton,Peter Firth,Cliff Curtis,Action,Drama,History
Assault on Precinct 13,80834,19.98,15,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,Action,Crime,Drama
7500,30875,N/A,15,Joseph Gordon-Levitt,Omid Memar,Aylin Tezel,Carlo Kitzlinger,Action,Drama,Thriller
Assassins,86266,30.31,15,Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,Action,Crime,Thriller
The 51st State,50349,5.2,18,Samuel L. Jackson,Robert Carlyle,Emily Mortimer,Nigel Whitmey,Action,Comedy,Crime
Escape from the Planet of the Apes,37349,12.3,U,Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,Action,Sci-Fi,
Proof of Life,58187,32.6,15,Meg Ryan,Russell Crowe,David Morse,Pamela Reed,Action,Drama,Thriller
Nick of Time,44233,8.17,15,Johnny Depp,Christopher Walken,Courtney Chase,Charles S. Dutton,Action,Crime,Drama
ARQ,40762,N/A,15,Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell,Action,Sci-Fi,Thriller
The Necessary Death of Charlie Countryman,29266,0.01,15,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen,Til Schweiger,Action,Comedy,Drama
Thor: Love and Thunder,373252,343.26,12A,Chris Hemsworth,Natalie Portman,Christian Bale,Tessa Thompson,Action,Adventure,Comedy
Indiana Jones and the Kingdom of the Crystal Skull,478384,317.1,12A,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,Action,Adventure,
Pearl Harbor,343493,198.54,12,Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott,Action,Drama,History
Transformers: Dark of the Moon,423411,352.39,12A,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel,Action,Adventure,Sci-Fi
The Legend of Tarzan,182570,126.64,12A,Alexander Skarsgård,Rory J Saper,Christian Stevens,Christoph Waltz,Action,Adventure,Drama
Transcendence,234818,23.02,12A,Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy,Action,Drama,Sci-Fi
Terminator: Dark Fate,186705,62.25,15,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes,Action,Adventure,Sci-Fi
Deep Impact,184616,140.46,12,Robert Duvall,Téa Leoni,Elijah Wood,Morgan Freeman,Action,Drama,Sci-Fi
